dataset,model,rate_hz,folds,finished,mean,std,min,max,missing_f1
wisdm_watch,deepconvlstm,20,51,51,0.2454686274509804,0.07572973917872972,0.0817,0.3797,0
wisdm_watch,deepconvlstm,10,51,51,0.2371294117647059,0.07114625301199677,0.0751,0.37020000000000003,0
wisdm_watch,deepconvlstm,5,51,51,0.21400588235294118,0.06257452328788356,0.0622,0.3661,0
wisdm_watch,pure_cnn,20,51,51,0.2528313725490196,0.07619866794162763,0.048499999999999995,0.3873,0
wisdm_watch,pure_cnn,10,51,51,0.23746666666666666,0.06859861709004537,0.033,0.35590000000000005,0
wisdm_watch,pure_cnn,5,51,51,0.17439803921568625,0.06029448893620736,0.044500000000000005,0.2723,0
