activity,f1,rate,split,csv_path
jogging (skipping),0.575875,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
lunges,0.341202,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
lunges (complex),0.726644,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
push-ups,0.000000,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
push-ups (complex),0.500000,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
sit-ups,0.503650,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
sit-ups (complex),0.724891,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
stretching (hamstrings),0.885870,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
stretching (lumbar rotation),0.994898,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
stretching (lunging),0.000000,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
stretching (shoulders),0.261290,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
stretching (triceps),0.085809,25,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2_25hz.csv
null,0.450012,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
bench-dips,0.688442,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
burpees,0.379747,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging,0.946588,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (butt-kicks),0.877193,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (rotating arms),0.000000,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (sidesteps),0.961326,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (skipping),0.690391,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges,0.207524,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges (complex),0.854839,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups,0.000000,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups (complex),0.583630,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups,0.645866,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups (complex),0.634259,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (hamstrings),0.858491,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lumbar rotation),0.960836,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lunging),0.000000,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (shoulders),0.116776,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (triceps),0.633929,50,loso_sbj_2,logs/deepconvlstm/50hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
null,0.696024,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
bench-dips,0.874680,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
burpees,0.640177,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
jogging,0.864130,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
jogging (butt-kicks),0.930851,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
jogging (rotating arms),0.727669,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
jogging (sidesteps),0.922242,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
jogging (skipping),0.715254,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
lunges,0.091358,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
lunges (complex),0.517857,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
push-ups,0.729560,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
push-ups (complex),0.776280,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
sit-ups,0.760148,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
sit-ups (complex),0.656189,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
stretching (hamstrings),0.406639,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
stretching (lumbar rotation),0.958449,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
stretching (lunging),0.142518,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
stretching (shoulders),0.472222,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
stretching (triceps),0.703252,6,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_6hz.csv
null,0.768655,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
bench-dips,0.872449,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
burpees,0.587992,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
jogging,0.890625,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
jogging (butt-kicks),0.892857,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
jogging (rotating arms),0.784689,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
jogging (sidesteps),0.946984,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
jogging (skipping),0.726351,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
lunges,0.097561,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
lunges (complex),0.524345,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
push-ups,0.750000,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
push-ups (complex),0.805128,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
sit-ups,0.750968,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
sit-ups (complex),0.669643,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
stretching (hamstrings),0.486486,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
stretching (lumbar rotation),0.910995,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
stretching (lunging),0.289157,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
stretching (shoulders),0.471429,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
stretching (triceps),0.731092,12,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_12hz.csv
null,0.805102,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
bench-dips,0.881443,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
burpees,0.596950,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
jogging,0.878553,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
jogging (butt-kicks),0.884910,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
jogging (rotating arms),0.789346,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
jogging (sidesteps),0.953789,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
jogging (skipping),0.720137,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
lunges,0.105647,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
lunges (complex),0.548204,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
push-ups,0.764835,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
push-ups (complex),0.815000,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
sit-ups,0.729412,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
sit-ups (complex),0.642857,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
stretching (hamstrings),0.560484,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
stretching (lumbar rotation),0.906250,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
stretching (lunging),0.303303,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
stretching (shoulders),0.354717,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
stretching (triceps),0.705882,25,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3_25hz.csv
null,0.836001,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
bench-dips,0.834146,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
burpees,0.659751,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging,0.924623,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (butt-kicks),0.871287,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (rotating arms),0.840000,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (sidesteps),0.958258,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (skipping),0.810559,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges,0.152672,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges (complex),0.546490,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups,0.781095,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups (complex),0.829630,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups,0.769591,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups (complex),0.641975,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (hamstrings),0.599562,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lumbar rotation),0.953168,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lunging),0.297710,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (shoulders),0.776596,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (triceps),0.865000,50,loso_sbj_3,logs/deepconvlstm/50hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
null,0.692585,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
bench-dips,0.444882,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
burpees,0.159091,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
jogging,0.904762,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
jogging (butt-kicks),0.228374,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
jogging (rotating arms),0.771654,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
jogging (sidesteps),0.695876,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
jogging (skipping),0.778711,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
lunges,0.556622,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
lunges (complex),0.175439,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
push-ups,0.707602,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
push-ups (complex),0.707921,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
sit-ups,0.892617,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
sit-ups (complex),0.837310,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
stretching (hamstrings),0.608491,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
stretching (lumbar rotation),0.625743,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
stretching (lunging),0.865014,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
stretching (shoulders),0.754342,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
stretching (triceps),0.845161,6,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_6hz.csv
null,0.696171,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
bench-dips,0.455399,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
burpees,0.171220,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
jogging,0.938511,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
jogging (butt-kicks),0.279221,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
jogging (rotating arms),0.890710,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
jogging (sidesteps),0.814590,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
jogging (skipping),0.876623,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
lunges,0.542495,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
lunges (complex),0.136499,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
push-ups,0.803828,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
push-ups (complex),0.729529,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
sit-ups,0.845070,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
sit-ups (complex),0.809628,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
stretching (hamstrings),0.615385,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
stretching (lumbar rotation),0.622490,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
stretching (lunging),0.884615,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
stretching (shoulders),0.723404,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
stretching (triceps),0.853420,12,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_12hz.csv
null,0.692026,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
bench-dips,0.366492,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
burpees,0.162362,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
jogging,0.938511,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
jogging (butt-kicks),0.268852,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
jogging (rotating arms),0.903047,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
jogging (sidesteps),0.815710,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
jogging (skipping),0.864516,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
lunges,0.570881,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
lunges (complex),0.142433,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
push-ups,0.796209,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
push-ups (complex),0.754342,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
sit-ups,0.836735,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
sit-ups (complex),0.807175,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
stretching (hamstrings),0.613583,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
stretching (lumbar rotation),0.632207,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
stretching (lunging),0.867925,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
stretching (shoulders),0.662281,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
stretching (triceps),0.845161,25,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4_25hz.csv
null,0.715543,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
bench-dips,0.452830,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
burpees,0.176030,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging,0.968750,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (butt-kicks),0.307692,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (rotating arms),0.922156,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (sidesteps),0.839506,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (skipping),0.883871,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges,0.575342,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges (complex),0.136905,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups,0.769648,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups (complex),0.731602,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups,0.864865,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups (complex),0.813853,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (hamstrings),0.614657,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lumbar rotation),0.625000,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lunging),0.931343,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (shoulders),0.831025,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (triceps),0.896552,50,loso_sbj_4,logs/deepconvlstm/50hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
null,0.550241,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
bench-dips,0.000000,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
burpees,0.072202,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
jogging,0.501608,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
jogging (butt-kicks),0.000000,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
jogging (rotating arms),0.779570,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
jogging (sidesteps),0.865772,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
jogging (skipping),0.716792,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
lunges,0.043290,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
lunges (complex),0.398496,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
push-ups,0.748503,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
push-ups (complex),0.743902,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
sit-ups,0.299145,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
sit-ups (complex),0.605452,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
stretching (hamstrings),0.538206,6,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_6hz.csv
