activity,f1,rate,split,csv_path
stretching (lunging),0.656115,12,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_12hz.csv
stretching (shoulders),0.059701,12,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_12hz.csv
stretching (triceps),0.971554,12,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_12hz.csv
null,0.556656,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
bench-dips,0.000000,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
burpees,0.138365,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
jogging,0.405063,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
jogging (butt-kicks),0.000000,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
jogging (rotating arms),0.800000,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
jogging (sidesteps),0.890282,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
jogging (skipping),0.650224,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
lunges,0.123223,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
lunges (complex),0.501742,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
push-ups,0.653465,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
push-ups (complex),0.699454,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
sit-ups,0.333333,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
sit-ups (complex),0.633826,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
stretching (hamstrings),0.248000,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
stretching (lumbar rotation),0.520661,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
stretching (lunging),0.674487,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
stretching (shoulders),0.403162,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
stretching (triceps),0.967320,25,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5_25hz.csv
null,0.582242,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
bench-dips,0.000000,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
burpees,0.134831,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging,0.489051,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (butt-kicks),0.068376,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (rotating arms),0.815725,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (sidesteps),0.944099,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (skipping),0.768000,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges,0.066390,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges (complex),0.481100,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups,0.692857,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups (complex),0.636620,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups,0.228571,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups (complex),0.604361,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (hamstrings),0.445230,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lumbar rotation),0.536965,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lunging),0.749153,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (shoulders),0.165899,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (triceps),0.969432,50,loso_sbj_5,logs/deepconvlstm/50hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
null,0.589853,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
bench-dips,0.729560,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
burpees,0.542005,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
jogging,0.933092,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
jogging (butt-kicks),0.894602,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
jogging (rotating arms),0.895442,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
jogging (sidesteps),0.910026,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
jogging (skipping),0.894472,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
lunges,0.814953,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
lunges (complex),0.855814,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
push-ups,0.155280,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
push-ups (complex),0.391304,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
sit-ups,0.630137,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
sit-ups (complex),0.733051,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
stretching (hamstrings),0.721805,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
stretching (lumbar rotation),0.947368,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
stretching (lunging),0.897959,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
stretching (shoulders),0.905941,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
stretching (triceps),0.917949,6,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_6hz.csv
null,0.627451,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
bench-dips,0.745098,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
burpees,0.555874,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
jogging,0.971963,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
jogging (butt-kicks),0.964200,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
jogging (rotating arms),0.927318,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
jogging (sidesteps),0.917526,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
jogging (skipping),0.983516,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
lunges,0.877264,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
lunges (complex),0.855072,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
push-ups,0.006536,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
push-ups (complex),0.397830,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
sit-ups,0.681223,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
sit-ups (complex),0.713287,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
stretching (hamstrings),0.508772,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
stretching (lumbar rotation),0.954128,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
stretching (lunging),0.896861,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
stretching (shoulders),0.897243,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
stretching (triceps),0.916667,12,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_12hz.csv
null,0.619377,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
bench-dips,0.768539,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
burpees,0.675532,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
jogging,0.953789,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
jogging (butt-kicks),0.918182,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
jogging (rotating arms),0.911392,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
jogging (sidesteps),0.933673,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
jogging (skipping),0.967568,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
lunges,0.893443,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
lunges (complex),0.885086,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
push-ups,0.000000,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
push-ups (complex),0.420074,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
sit-ups,0.642369,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
sit-ups (complex),0.703786,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
stretching (hamstrings),0.484716,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
stretching (lumbar rotation),0.949541,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
stretching (lunging),0.902494,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
stretching (shoulders),0.835443,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
stretching (triceps),0.925743,25,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6_25hz.csv
null,0.634921,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
bench-dips,0.723493,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
burpees,0.532544,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging,0.981203,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (butt-kicks),0.959620,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (rotating arms),0.944724,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (sidesteps),0.934010,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (skipping),0.983425,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges,0.838323,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges (complex),0.874396,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups,0.516854,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups (complex),0.488613,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups,0.626316,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups (complex),0.702087,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (hamstrings),0.773852,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lumbar rotation),0.951501,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lunging),0.881960,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (shoulders),0.892768,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (triceps),0.906404,50,loso_sbj_6,logs/deepconvlstm/50hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
null,0.683351,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
bench-dips,0.573864,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
burpees,0.483363,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
jogging,0.833803,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
jogging (butt-kicks),0.564706,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
jogging (rotating arms),0.651801,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
jogging (sidesteps),0.884319,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
jogging (skipping),0.754286,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
lunges,0.657074,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
lunges (complex),0.687140,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
push-ups,0.717340,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
push-ups (complex),0.642534,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
sit-ups,0.959786,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
sit-ups (complex),0.868085,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
stretching (hamstrings),0.890511,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
stretching (lumbar rotation),0.900524,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
stretching (lunging),0.623158,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
stretching (shoulders),0.814988,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
stretching (triceps),0.870871,6,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_6hz.csv
null,0.697987,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
bench-dips,0.584795,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
burpees,0.641667,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
jogging,0.884422,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
jogging (butt-kicks),0.569579,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
jogging (rotating arms),0.850679,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
jogging (sidesteps),0.874036,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
jogging (skipping),0.842857,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
lunges,0.556000,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
lunges (complex),0.750542,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
push-ups,0.530259,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
push-ups (complex),0.513557,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
sit-ups,0.959128,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
sit-ups (complex),0.883621,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
stretching (hamstrings),0.867647,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
stretching (lumbar rotation),0.895833,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
stretching (lunging),0.651685,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
stretching (shoulders),0.842857,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
stretching (triceps),0.876133,12,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_12hz.csv
null,0.696150,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
bench-dips,0.580645,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
burpees,0.630081,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
jogging,0.895377,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
jogging (butt-kicks),0.561290,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
jogging (rotating arms),0.844244,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
jogging (sidesteps),0.881013,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
jogging (skipping),0.838095,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
lunges,0.553191,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
lunges (complex),0.784753,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
push-ups,0.217899,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
push-ups (complex),0.464619,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
sit-ups,0.967568,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
sit-ups (complex),0.871036,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
stretching (hamstrings),0.855037,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
stretching (lumbar rotation),0.891192,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
stretching (lunging),0.679070,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
stretching (shoulders),0.831354,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
stretching (triceps),0.874636,25,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7_25hz.csv
null,0.600056,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
bench-dips,0.571429,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
burpees,0.335430,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging,0.937028,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (butt-kicks),0.659026,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (rotating arms),0.933002,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (sidesteps),0.885000,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (skipping),0.871287,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges,0.591966,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges (complex),0.785872,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups,0.733990,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups (complex),0.647343,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups,0.976127,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups (complex),0.886510,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (hamstrings),0.878049,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lumbar rotation),0.900524,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lunging),0.671296,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (shoulders),0.855746,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (triceps),0.890855,50,loso_sbj_7,logs/deepconvlstm/50hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
null,0.679709,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
bench-dips,0.790795,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
burpees,0.778993,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
jogging,0.958115,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
jogging (butt-kicks),0.969863,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
jogging (rotating arms),0.895735,6,loso_sbj_8,logs/deepconvlstm/50hz/loso_sbj_8/per_class_metrics_loso_sbj_8_6hz.csv
