rate_hz,folds,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,macro_f1_mean_percent,macro_f1_std_percent,acc_mean,acc_mean_percent,delta_vs_50,delta_vs_50_percent_points
6,22,0.6539522648996271,0.114256366705946,0.34403326597814904,0.8115093233681734,65.39522648996271,11.4256366705946,0.7528685346263903,75.28685346263903,-0.03841479008270077,-3.8414790082700767
12,22,0.6766191985355386,0.11885492814044532,0.3321886321605652,0.8291343245259406,67.66191985355387,11.885492814044532,0.7717957249578332,77.17957249578332,-0.01574785644678922,-1.5747856446789221
25,22,0.7039839029113101,0.11248740185680689,0.3816527475892275,0.8570779571996758,70.39839029113101,11.248740185680688,0.7952070968880393,79.52070968880392,0.01161684792898221,1.161684792898221
50,22,0.6923670549823279,0.1227448157823572,0.33183270041494206,0.8582492088319563,69.23670549823278,12.27448157823572,0.7833945502139734,78.33945502139734,0.0,0.0
