activity,f1,rate,split,csv_path
stretching (lunging),0.000000,6,loso_sbj_9,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (shoulders),0.549223,6,loso_sbj_9,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (triceps),0.198234,6,loso_sbj_9,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
null,0.436505,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
bench-dips,0.320981,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
burpees,0.165624,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging,0.828772,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (butt-kicks),0.607915,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (rotating arms),0.640368,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (sidesteps),0.602483,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (skipping),0.688625,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
lunges,0.651097,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
lunges (complex),0.388969,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
push-ups,0.525654,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
push-ups (complex),0.380394,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
sit-ups,0.714018,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
sit-ups (complex),0.507398,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (hamstrings),0.620272,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (lumbar rotation),0.636693,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (lunging),0.720297,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (shoulders),0.000000,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (triceps),0.838806,6,loso_sbj_10,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
null,0.531871,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
bench-dips,0.831124,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
burpees,0.610954,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging,0.876807,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (butt-kicks),0.836523,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (rotating arms),0.800000,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (sidesteps),0.878997,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (skipping),0.784598,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges,0.441675,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges (complex),0.785386,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups,0.693063,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups (complex),0.703976,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups,0.881931,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups (complex),0.867838,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (hamstrings),0.940930,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lumbar rotation),0.978438,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lunging),0.752341,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (shoulders),0.785177,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (triceps),0.840933,6,loso_sbj_11,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
null,0.665153,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
bench-dips,0.776033,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
burpees,0.473316,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging,0.866645,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (butt-kicks),0.764827,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (rotating arms),0.597877,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (sidesteps),0.782225,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (skipping),0.751468,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges,0.510898,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges (complex),0.457775,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups,0.380244,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups (complex),0.423619,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups,0.765625,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups (complex),0.730446,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (hamstrings),0.631733,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lumbar rotation),0.942683,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lunging),0.670428,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (shoulders),0.698140,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (triceps),0.803406,6,loso_sbj_12,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
null,0.680490,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
bench-dips,0.498616,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
burpees,0.449721,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging,0.685404,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (butt-kicks),0.707426,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (rotating arms),0.526910,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (sidesteps),0.771540,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging (skipping),0.598111,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
lunges,0.439943,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
lunges (complex),0.716731,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
push-ups,0.307195,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
push-ups (complex),0.593299,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
sit-ups,0.756657,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
sit-ups (complex),0.720387,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (hamstrings),0.946815,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (lumbar rotation),0.900858,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (lunging),0.453260,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (shoulders),0.677553,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
stretching (triceps),0.781581,6,loso_sbj_13,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
null,0.593272,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
bench-dips,0.711918,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
burpees,0.480892,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging,0.599584,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (butt-kicks),0.606113,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (rotating arms),0.618688,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (sidesteps),0.743517,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
jogging (skipping),0.413745,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
lunges,0.437846,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
lunges (complex),0.574570,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
push-ups,0.390909,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
push-ups (complex),0.384886,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
sit-ups,0.512827,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
sit-ups (complex),0.621696,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (hamstrings),0.650500,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (lumbar rotation),0.909933,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (lunging),0.747917,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (shoulders),0.413091,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
stretching (triceps),0.815731,6,loso_sbj_14,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_14/per_class_metrics_loso_sbj_14.csv
null,0.465568,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
bench-dips,0.729652,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
burpees,0.432636,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging,0.955324,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (butt-kicks),0.868515,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (rotating arms),0.777270,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (sidesteps),0.802104,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
jogging (skipping),0.778647,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
lunges,0.298843,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
lunges (complex),0.638311,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
push-ups,0.653846,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
push-ups (complex),0.496627,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
sit-ups,0.774598,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
sit-ups (complex),0.680439,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (hamstrings),0.660400,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (lumbar rotation),0.928459,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (lunging),0.888655,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (shoulders),0.574236,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
stretching (triceps),0.000000,6,loso_sbj_15,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_15/per_class_metrics_loso_sbj_15.csv
null,0.469439,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
bench-dips,0.751685,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
burpees,0.418863,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging,0.825982,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (butt-kicks),0.730080,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (rotating arms),0.591230,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (sidesteps),0.814705,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
jogging (skipping),0.784898,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges,0.420546,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
lunges (complex),0.664304,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups,0.594476,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
push-ups (complex),0.560839,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups,0.518624,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
sit-ups (complex),0.409569,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (hamstrings),0.724602,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lumbar rotation),0.891415,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (lunging),0.717226,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (shoulders),0.311551,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
stretching (triceps),0.834668,6,loso_sbj_16,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_16/per_class_metrics_loso_sbj_16.csv
null,0.540129,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
bench-dips,0.753054,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
burpees,0.598659,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging,0.935706,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (butt-kicks),0.827929,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (rotating arms),0.789522,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (sidesteps),0.666034,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
jogging (skipping),0.636761,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges,0.623602,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
lunges (complex),0.803546,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups,0.757146,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
push-ups (complex),0.041037,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups,0.504505,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
sit-ups (complex),0.589680,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (hamstrings),0.841168,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lumbar rotation),0.652166,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (lunging),0.739786,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (shoulders),0.527744,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
stretching (triceps),0.880937,6,loso_sbj_17,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_17/per_class_metrics_loso_sbj_17.csv
null,0.458575,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
bench-dips,0.001823,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
burpees,0.471675,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging,0.923077,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (butt-kicks),0.575100,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (rotating arms),0.689755,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (sidesteps),0.649351,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
jogging (skipping),0.585726,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges,0.303668,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
lunges (complex),0.593883,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups,0.718646,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
push-ups (complex),0.606387,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups,0.000000,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
sit-ups (complex),0.568632,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (hamstrings),0.389036,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lumbar rotation),0.837729,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (lunging),0.455586,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (shoulders),0.496493,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
stretching (triceps),0.000000,6,loso_sbj_18,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_18/per_class_metrics_loso_sbj_18.csv
null,0.648569,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
bench-dips,0.857254,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
burpees,0.634884,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging,0.894640,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (butt-kicks),0.771157,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (rotating arms),0.708583,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (sidesteps),0.706938,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
jogging (skipping),0.767396,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
lunges,0.515787,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
lunges (complex),0.801666,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
push-ups,0.752199,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
push-ups (complex),0.713509,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
sit-ups,0.907360,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
sit-ups (complex),0.869690,6,loso_sbj_19,logs/deepconvlstm/standard_cnn/6hz/loso_sbj_19/per_class_metrics_loso_sbj_19.csv
